anime_id,name,genre,type,episodes,rating,members,sentiment
2217,Hand Maid May Special,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Special,1,6.85,5984,Neutral
30651,Itoshi no Muco,"Comedy, Slice of Life",TV,25,6.86,4272,Neutral
18053,Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,"Drama, Romance, School",Special,1,6.85,3526,Neutral
13367,"Kono Naka ni Hitori, Imouto ga Iru!","Comedy, Ecchi, Harem, Mystery, Romance, School, Seinen",TV,12,6.85,92252,Neutral
6229,Konpeki no Kantai,"Action, Drama, Historical, Military",OVA,32,6.85,827,Neutral
557,Koutetsu Tenshi Kurumi Encore,"Comedy, Historical, Romance, Sci-Fi, Shounen",OVA,4,6.85,4734,Neutral
3659,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,"Adventure, Comedy",Movie,1,6.85,272,Neutral
3182,Massugu ni Ikou. 2nd Season,"Comedy, Josei, Romance, Slice of Life",TV,5,6.85,904,Neutral
17585,Myself ; Yourself Specials,"Drama, Romance, School",Special,2,6.85,4128,Neutral
10114,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,"Comedy, Shounen",Movie,1,6.85,297,Neutral
22661,One Piece: Cry Heart,"Fantasy, Shounen",Special,3,6.85,3417,Neutral
2783,Oyayubi Hime Monogatari,"Adventure, Fantasy, Shoujo",TV,26,6.85,671,Neutral
4136,Penguin Musume♥Heart,"Comedy, Ecchi, School, Slice of Life",ONA,22,6.85,12195,Neutral
1771,Ring ni Kakero 1: Nichibei Kessen-hen,"Action, Shounen, Sports",TV,12,6.85,1037,Neutral
11635,Sacred Seven: Shirogane no Tsubasa,"Action, School, Sci-Fi, Super Power",Movie,1,6.85,3940,Neutral
27709,Saki Biyori Animation,"Comedy, School, Seinen, Slice of Life",OVA,1,6.85,1682,Neutral
4031,Sakigake!! Otokojuku Movie,"Action, Comedy, Martial Arts, School, Shounen",Movie,1,6.85,1060,Neutral
6330,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,"Comedy, Fantasy, Supernatural",Special,8,6.85,10284,Neutral
2934,Shiawase Sou no Okojo-san,Comedy,TV,51,6.85,1138,Neutral
2811,Soratobu Yuureisen,"Adventure, Drama, Mecha, Sci-Fi",Movie,1,6.85,2634,Neutral
2620,Spider Riders: Yomigaeru Taiyou,"Action, Adventure, Mecha",TV,26,6.85,1889,Neutral
11787,Toriko: Barbarian Ivy wo Hokaku Seyo!,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,6.85,1628,Neutral
924,Transformers: Choujin Master Force,"Adventure, Mecha, Sci-Fi, Shounen",TV,47,6.85,1574,Neutral
3964,Turn A Gundam II Movie: Moonlight Butterfly,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,6.85,2396,Neutral
6964,Yuu☆Yuu☆Hakusho Picture Drama,"Action, Comedy, Demons, Martial Arts, Shounen",Special,1,6.85,4697,Neutral
9624,30-sai no Hoken Taiiku,"Ecchi, Parody, Romance, Seinen",TV,12,6.84,31253,Neutral
17082,Aiura,"Comedy, School, Shounen, Slice of Life",TV,12,6.84,43737,Neutral
4339,Ashita e Attack!,"Drama, School, Sports",TV,23,6.84,616,Neutral
10582,Astarotte no Omocha! EX,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",OVA,1,6.83,20824,Neutral
2786,Bakegyamon,"Action, Game, Shounen",TV,51,6.84,1466,Neutral
5082,Battle Spirits: Shounen Toppa Bashin,"Game, Shounen",TV,50,6.84,1336,Neutral
723,Candy Candy (Movie),"Drama, Shoujo, Slice of Life",Movie,1,6.84,2110,Neutral
8956,Denkou Chou Tokkyuu Hikarian,"Action, Adventure, Kids",TV,52,6.84,236,Neutral
897,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,6.84,51924,Neutral
13755,Feeling from Mountain and Water,Music,Movie,1,6.82,437,Neutral
6971,Gegege no Kitarou (1971),"Adventure, Demons, Super Power, Supernatural",TV,45,6.84,556,Neutral
771,Ginyuu Mokushiroku Meine Liebe Wieder,"Drama, Fantasy, Shoujo",TV,13,6.84,4985,Neutral
4211,Hareluya II Boy,"Action, Comedy, Fantasy, School, Shounen",TV,25,6.84,676,Neutral
5036,Hurricane Live! 2033,Music,Special,7,6.84,972,Neutral
248,Ichigo 100%,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,6.84,67310,Neutral
5129,Jikuu Boukenki Zentrix,"Adventure, Mecha, Sci-Fi",TV,26,6.84,392,Neutral
24629,Koufuku Graffiti,"Comedy, Seinen, Slice of Life",TV,12,6.84,46093,Neutral
15005,Kyou no Asuka Show,"Comedy, Ecchi, Seinen",ONA,20,6.84,15032,Neutral
21415,Machine-Doll wa Kizutsukanai Specials,"Action, Ecchi, Fantasy, School, Seinen",Special,6,6.84,16677,Neutral
21835,Majin Bone,Game,TV,52,6.84,6836,Neutral
8599,Mayoi Neko Overrun! Specials,"Comedy, Ecchi",Special,6,6.84,11528,Neutral
4306,Mizugumo Monmon,"Fantasy, Kids, Romance",Movie,1,6.84,1257,Neutral
4468,Nagagutsu wo Haita Neko no Bouken,"Adventure, Fantasy",TV,26,6.84,378,Neutral
1247,Project BLUE Chikyuu SOS,"Adventure, Comedy, Sci-Fi, Shounen",TV,6,6.84,1892,Neutral
30292,Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,"Game, School, Slice of Life",Special,1,6.84,1041,Neutral
4723,Seishun Anime Zenshuu,"Drama, Historical, Romance",TV,32,6.84,605,Neutral
7774,Shin Koihime†Musou OVA,"Comedy, Ecchi, Fantasy",OVA,1,6.84,5382,Neutral
2180,Slow Step,"Comedy, Romance, School, Slice of Life, Sports",OVA,5,6.84,1219,Neutral
7329,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,"Adventure, Comedy, Kids",Movie,1,6.84,1472,Neutral
14853,Tsukumo,"Historical, Supernatural",Movie,1,6.84,3772,Neutral
447,Weiß Kreuz,"Action, Drama, Shounen",TV,25,6.84,13039,Neutral
10532,Working&#039;!! Announcement Specials,Comedy,ONA,2,6.84,8973,Neutral
2334,Anime Sanjuushi: Aramis no Bouken,"Adventure, Historical, Romance",Movie,1,6.83,705,Neutral
1893,Azuki-chan,"Comedy, Romance, Shoujo, Slice of Life",TV,117,6.83,1399,Neutral
32664,Bananya,"Comedy, Kids, Slice of Life",TV,13,6.83,23724,Neutral
8123,Cooking Papa,"Comedy, Slice of Life",TV,151,6.83,536,Neutral
9353,D.C. I&amp;II P.S.P. Re-Animated,"Drama, Harem, Magic, Romance",OVA,1,6.83,4019,Neutral
24823,Days,Music,Music,1,6.83,2907,Neutral
1756,Di Gi Charat Natsuyasumi Special,Comedy,Special,4,6.83,1609,Neutral
10260,Eiyuu Densetsu: Sora no Kiseki The Animation,"Action, Adventure, Fantasy",OVA,2,6.83,9730,Neutral
6527,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,1,6.83,2058,Neutral
33658,Girls und Panzer: Kore ga Hontou no Anzio-sen Desu! - Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,1,6.82,1114,Neutral
5250,God Mazinger,"Action, Fantasy, Mecha",TV,23,6.83,946,Neutral
297,Grenadier: Hohoemi no Senshi,"Action, Adventure, Comedy, Ecchi, Shounen",TV,12,6.83,37919,Neutral
9095,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,"Adventure, Historical",Special,1,6.83,285,Neutral
11255,Ikkitousen: Shuugaku Toushi Keppuuroku,"Action, Ecchi, Martial Arts, School, Super Power",OVA,1,6.83,8993,Neutral
12585,Inazuma Eleven Go Recap,"Shounen, Sports, Super Power",Special,1,6.83,1697,Neutral
9750,Itsuka Tenma no Kuro Usagi,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",TV,12,6.83,73555,Neutral
3720,Jack to Mame no Ki,"Fantasy, Kids",Movie,1,6.83,640,Neutral
9773,Lady Lady!! (1988),"Drama, Shoujo",Movie,1,6.83,587,Neutral
2457,Majokko Tsukune-chan,"Comedy, Magic, Seinen",OVA,6,6.83,1622,Neutral
30379,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,"Comedy, Seinen, Slice of Life",OVA,1,6.83,9773,Neutral
17855,Namiuchigiwa no Muromi-san OVA,"Comedy, Fantasy, Slice of Life",OVA,1,6.83,5858,Neutral
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,6.83,52264,Neutral
19855,Nobunagun,"Action, Supernatural",TV,13,6.83,43551,Neutral
616,Nurse Angel Ririka SOS,"Drama, Fantasy, Magic, Shoujo",TV,35,6.83,1390,Neutral
10197,Nyanpire The Animation,"Comedy, Supernatural",TV,12,6.83,19161,Neutral
1300,Omishi Mahou Gekijou: Risky/Safety,"Comedy, Shoujo",TV,24,6.83,2230,Neutral
2826,Oz no Mahoutsukai (1986),"Adventure, Fantasy, Kids",TV,52,6.83,1039,Neutral
8705,Phantom: Requiem for the Phantom Picture Drama,Comedy,Special,12,6.83,4368,Neutral
4069,Pucca,"Comedy, Romance",ONA,46,6.83,4211,Neutral
10823,Ranma ½: 1994 Music Calendar,"Comedy, Martial Arts, Slice of Life",OVA,1,6.83,1730,Neutral
25859,Re-Kan!,"Comedy, School, Seinen, Supernatural",TV,13,6.83,37544,Neutral
33142,Re:Zero kara Hajimeru Break Time,"Adventure, Comedy, Fantasy",Special,11,6.83,17693,Neutral
2511,Sengoku Majin Goushougun: Toki no Etranger,"Action, Sci-Fi",Movie,1,6.83,1027,Neutral
1103,Shinkon Gattai Godannar!!,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,13,6.83,8688,Neutral
2612,Spoon Oba-san,"Kids, Magic",TV,130,6.83,955,Neutral
32555,Stella no Mahou,"Comedy, School, Slice of Life",TV,12,6.83,15397,Neutral
1001,Tide-Line Blue Special,"Adventure, Drama, Shounen",Special,1,6.83,1345,Neutral
10074,Toriko 3D: Kaimaku Gourmet Adventure!!,"Action, Adventure, Comedy, Shounen",Movie,1,6.83,4204,Neutral
926,Transformers Victory,"Adventure, Mecha, Sci-Fi, Shounen",TV,44,6.83,1418,Neutral
21845,Ushinawareta Mirai wo Motomete,"Drama, Romance, School, Sci-Fi",TV,12,6.83,47565,Neutral
1952,Vampire Hunter,"Action, Adventure, Drama, Fantasy",OVA,4,6.83,9826,Neutral
23487,Witch Craft Works Specials,"Comedy, Magic",Special,6,6.83,4311,Neutral
14355,Yama no Susume,"Adventure, Comedy, Slice of Life",TV,12,6.83,27487,Neutral
2387,Ai Monogatari: 9 Love Stories,"Drama, Romance",OVA,1,6.82,2060,Neutral
19429,Akuma no Riddle,"Action, School, Shoujo Ai",TV,12,6.82,127641,Neutral
2576,Araiguma Rascal,"Drama, Historical, Slice of Life",TV,52,6.82,935,Neutral
9858,Bakusou Kyoudai Let&#039;s &amp; Go!! WGP Bousou Mini Yonku Daitsuiseki,"Adventure, Cars, Shounen, Sports",Movie,1,6.82,360,Neutral
1123,Beet the Vandel Buster Excellion,"Adventure, Fantasy, Shounen, Supernatural",TV,25,6.82,5198,Neutral
7229,Black Jack ONA,Drama,ONA,12,6.82,1297,Neutral
3853,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,"Action, Comedy, Kids, Shounen, Super Power",Special,1,6.82,1213,Neutral
6855,Da Nao Tiangong,Adventure,Movie,1,6.82,342,Neutral
234,Dan Doh!!,"Adventure, Shounen, Sports",TV,26,6.82,2351,Neutral
1802,Dirty Pair Flash,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",OVA,6,6.82,4505,Neutral
2635,Doraemon: Featherplace,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1,6.82,430,Neutral
5973,Fight Ippatsu! Juuden-chan!!,"Comedy, Ecchi, Sci-Fi, Shounen",TV,12,6.82,20279,Neutral
271,Gad Guard,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.82,8315,Neutral
32946,Gyakuten Saiban 6 Prologue,Mystery,ONA,1,6.81,1108,Neutral
797,Hanaukyou Maid-tai OVA,"Comedy, Ecchi, Harem, Romance",OVA,3,6.82,6586,Neutral
6882,Hatsukoi Limited: Gentei Shoujo,"Comedy, Ecchi, School, Shounen",Special,6,6.82,11716,Neutral
16928,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,"Comedy, Fantasy, Shoujo",OVA,1,6.82,4637,Neutral
6958,Hyakko OVA,Comedy,OVA,1,6.82,8206,Neutral
18247,IS: Infinite Stratos 2,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,6.82,146979,Neutral
8208,Jigoku Sensei Nube (Movie),"Adventure, Comedy, Horror, School, Shounen, Supernatural",Movie,1,6.82,1120,Neutral
26063,Kaibutsu Oujo (OVA) Specials,"Adventure, Comedy, Horror, Shounen, Supernatural",Special,3,6.82,922,Neutral
2704,Kaiketsu Jouki Tanteidan,"Action, Mecha, Mystery, Police",TV,26,6.82,2128,Neutral
3935,Karakuri Kiden: Hiwou Senki,"Action, Adventure, Historical, Mecha",TV,26,6.82,719,Neutral
14059,Kimagure Orange☆Road: Soushuuhen Tanabata Special,Shounen,OVA,1,6.82,625,Neutral
20909,Kyoukai no Kanata: Mini Theater,"Slice of Life, Supernatural",Special,7,6.82,15703,Neutral
1433,Lupin III: Babylon no Ougon Densetsu,"Action, Adventure, Comedy, Shounen",Movie,1,6.82,3251,Neutral
28817,Mikagura Gakuen Kumikyoku,"Action, Comedy, School, Shoujo Ai",TV,12,6.82,47642,Neutral
33741,Mobile Police Patlabor Reboot,"Comedy, Mecha, Police, Sci-Fi",Movie,1,6.82,2303,Neutral
921,Nurse Witch Komugi-chan Magikarte Z,"Comedy, Magic, Parody",OVA,2,6.82,3986,Neutral
13173,Puka Puka Juju,"Fantasy, Slice of Life",Movie,1,6.82,3621,Neutral
1881,Sasami: Mahou Shoujo Club,"Fantasy, Magic, School",TV,13,6.82,4056,Neutral
13619,Sayonara Zetsubou Sensei Special Omake,"Comedy, Parody, School",Special,1,6.82,3648,Neutral
6500,Seikon no Qwaser,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,24,6.82,145592,Neutral
27419,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari","Music, School, Slice of Life",Special,1,6.82,3466,Neutral
32228,Teekyuu 7,"Comedy, Shounen, Sports",TV,12,6.82,5990,Neutral
23067,Tenkai Knights,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,52,6.82,1249,Neutral
1043,Tokyo Babylon,"Action, Magic, Mystery, Supernatural",OVA,2,6.82,11730,Neutral
179,Ultra Maniac OVA,"Comedy, Magic, Romance, School",OVA,1,6.82,3979,Neutral
3069,Yamato yo Towa ni,"Action, Adventure, Drama, Military, Sci-Fi, Space",Movie,1,6.82,1148,Neutral
3021,Yume Senshi Wingman,"Action, Comedy, Romance, School, Super Power",TV,47,6.82,918,Neutral
314,Ace wo Nerae! 2,"Drama, Shoujo, Sports",OVA,13,6.81,890,Neutral
1749,Amaenaide yo!!: Yasumanaide yo!!,"Comedy, Ecchi, Romance, Supernatural",Special,1,6.81,10549,Neutral
1497,Aru Machi Kado no Monogatari,"Drama, Music, Romance",Movie,1,6.81,1724,Neutral
9736,Astarotte no Omocha!,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",TV,12,6.81,73064,Neutral
1593,Azumanga Web Daioh,"Comedy, School, Slice of Life",ONA,1,6.81,21904,Neutral
288,Bakuten Shoot Beyblade,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,51,6.81,49467,Neutral
32379,Berserk (2016),"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,12,6.81,90817,Neutral
22745,Brothers Conflict Special,"Harem, Romance, Shoujo",Special,1,6.81,10451,Neutral
2802,Candy Candy: Candy no Natsu Yasumi,"Drama, Shoujo, Slice of Life",Movie,1,6.81,1046,Neutral
4201,Chocchan Monogatari,"Drama, Historical, Slice of Life",Movie,1,6.81,475,Neutral
11177,Cross Fight B-Daman,Adventure,TV,52,6.81,1921,Neutral
31050,Cyborg 009 VS Devilman,"Action, Demons, Sci-Fi, Shounen, Super Power, Supernatural",OVA,3,6.81,3081,Neutral
1757,Di Gi Charat Christmas Special,Comedy,Special,1,6.81,2041,Neutral
2795,Dragonaut: The Resonance,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,25,6.81,45265,Neutral
9837,Emblem Take 2,"Action, Drama, Seinen",OVA,2,6.81,458,Neutral
8187,Fumiko no Kokuhaku,Comedy,ONA,1,6.81,13829,Neutral
6733,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,"Drama, Sci-Fi, Space",Special,1,6.81,783,Neutral
260,Happy☆Lesson (TV),"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,6.81,17109,Neutral
21541,Hentai Ouji to Warawanai Neko.: Henneko BBS,Comedy,Special,13,6.81,15586,Neutral
17919,Houkago no Pleiades (TV),"Magic, Space",TV,12,6.81,20062,Neutral
4808,Hurricane Polymar,"Action, Adventure, Police, Sci-Fi, Super Power",TV,26,6.81,738,Neutral
26183,Ikkitousen: Extravaganza Epoch,"Action, Ecchi, Martial Arts, School, Seinen, Super Power",OVA,2,6.81,4711,Neutral
16964,Inazuma Eleven Go: TCG CM NG-shuu,Comedy,Special,1,6.81,898,Neutral
24821,Isshuukan Friends. Specials,"School, Slice of Life",Special,12,6.81,10995,Neutral
667,Kashimashi: Girl Meets Girl,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life",TV,12,6.81,32198,Neutral
30915,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",Special,1,6.8,14934,Neutral
18495,Kitakubu Katsudou Kiroku,"Comedy, School, Slice of Life",TV,12,6.81,29790,Neutral
25939,Mahou Shoujo Lyrical Nanoha ViVid,"Action, Adventure, Magic",TV,12,6.81,11952,Neutral
20999,Mini Van Special,"Comedy, Game, Parody, Slice of Life",Special,1,6.81,387,Neutral
86,Mobile Suit Gundam ZZ,"Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,47,6.81,17517,Neutral
9040,Mokei Senshi Gunpla Builders Beginning G,"Action, Mecha, Sci-Fi, Shounen",Special,3,6.81,2995,Neutral
1109,Monster Extra,"Drama, Horror, Mystery, Seinen",Special,1,6.81,6004,Neutral
8235,Muumin (1972),"Adventure, Comedy, Fantasy, Slice of Life",TV,52,6.81,898,Neutral
15431,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,Slice of Life,OVA,1,6.81,5295,Neutral
2970,Night Wizard,"Adventure, Fantasy, Magic, Shounen",TV,13,6.81,27070,Neutral
21177,Nobunaga the Fool,"Action, Historical, Mecha, Sci-Fi",TV,24,6.81,59815,Neutral
21707,Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,"Music, Shoujo, Sports",Movie,1,6.81,777,Neutral
25857,PriPara Movie: Mi~nna Atsumare! Prism☆Tours,"Music, Shoujo",Movie,1,6.81,803,Neutral
919,Ray The Animation,"Drama, Romance, Sci-Fi",TV,13,6.81,7756,Neutral
11491,Recorder to Randoseru Do♪,"Comedy, School, Seinen, Slice of Life",TV,13,6.81,29599,Neutral
3024,Ribbon no Kishi,"Action, Fantasy, Mystery, Romance",TV,52,6.81,1654,Neutral
5201,Salad Juu Yuushi Tomatoman,"Adventure, Comedy",TV,50,6.81,443,Neutral
23459,Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,"Action, Comedy, Fantasy",Special,1,6.81,10141,Neutral
533,Sensei no Ojikan: Doki Doki School Hours,"Comedy, Slice of Life",TV,13,6.81,5137,Neutral
19391,Shingeki no Kyojin Picture Drama,"Comedy, Parody",Special,9,6.81,26363,Neutral
420,Spriggan,"Adventure, Military, Sci-Fi, Shounen",Movie,1,6.81,13256,Neutral
12857,Star Driver the Movie,"Action, Mecha, Romance, Shounen",Movie,1,6.81,7865,Neutral
10702,Tekken: Blood Vengeance,"Action, Fantasy, Martial Arts, Sci-Fi, Supernatural",Movie,1,6.81,12816,Neutral
2114,Tenkuu Senki Shurato: Sousei e no Anto,"Action, Fantasy, Magic, Shounen",OVA,6,6.81,916,Neutral
7330,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,"Adventure, Comedy, Kids",Movie,1,6.81,1201,Neutral
1675,Transformers Micron Densetsu,"Action, Mecha, Sci-Fi, Shounen",TV,52,6.81,5095,Neutral
5484,Wagaya no Oinari-sama. Specials,"Adventure, Comedy, Fantasy, Shounen, Supernatural",Special,12,6.81,2259,Neutral
4101,Wan Wan Celepoo Soreyuke! Tetsunoshin,"Comedy, Fantasy, Kids",TV,51,6.81,432,Neutral
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,"Adventure, Fantasy, Samurai, Shounen",OVA,4,6.81,1412,Neutral
12455,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho,Comedy,OVA,4,6.81,3670,Neutral
28789,3-gatsu no Lion meets Bump of Chicken,"Drama, Music, Seinen",Music,1,6.8,2160,Neutral
373,Bannou Bunka Neko-Musume,"Adventure, Comedy, Mecha, Sci-Fi, Seinen",OVA,6,6.8,6122,Neutral
2089,Choujikuu Seiki Orguss,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",TV,35,6.8,2271,Neutral
8632,Chuuzumou,Comedy,Movie,1,6.8,988,Neutral
63,DearS,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12,6.8,91037,Neutral
1758,Di Gi Charat Tsuyu Specials,Comedy,Special,2,6.8,963,Neutral
2653,Doraemon: Ganbare! Gian!!,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,6.8,524,Neutral
1317,Eyeshield 21: Maboroshi no Golden Bowl,"Shounen, Sports",Movie,1,6.8,5611,Neutral
18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,"Comedy, Fantasy, Magic",OVA,1,6.8,22543,Neutral
3355,Fortune Dogs,Adventure,TV,39,6.8,400,Neutral
1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,"Comedy, Fantasy, Supernatural",Special,1,6.8,7087,Neutral
850,Gakuen Heaven,"Comedy, Drama, Romance, School, Shounen Ai",TV,13,6.8,34787,Neutral
1581,Gift: Eternal Rainbow,"Comedy, Drama, Harem, Magic, Romance, School",TV,12,6.8,21979,Neutral
385,Gilgamesh,"Drama, Fantasy, Sci-Fi, Supernatural",TV,26,6.8,25332,Neutral
10470,God Eater Prologue,"Action, Fantasy, Military, Sci-Fi",Special,1,6.8,19414,Neutral
12483,Gregory Horror Show: The Last Train,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",TV,26,6.8,505,Neutral
1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,"Demons, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",OVA,3,6.8,2051,Neutral
25689,Hyakka Ryouran: Samurai After,"Ecchi, Harem",OVA,2,6.8,9014,Neutral
2831,Ie Naki Ko (Movie),"Adventure, Drama, Slice of Life",Movie,1,6.8,469,Neutral
2905,Ikkitousen: Dragon Destiny Specials,"Ecchi, Martial Arts, School, Super Power",Special,6,6.8,15774,Neutral
24451,Kanojo ga Flag wo Oraretara OVA,"Comedy, Harem, Romance, School",OVA,1,6.8,10264,Neutral
1204,Kujira no Chouyaku,"Drama, Fantasy, Kids",Movie,1,6.8,4670,Neutral
671,Lemon Angel Project,"Drama, Music",TV,13,6.8,5763,Neutral
27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,Comedy,ONA,14,6.8,8472,Neutral
5274,Magical★Taruruuto-kun,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",TV,87,6.8,424,Neutral
5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,"Magic, Shoujo",TV,62,6.8,783,Neutral
11209,Maken-Ki! OVA,"Action, Ecchi, Harem, Martial Arts, School, Super Power",OVA,2,6.8,24386,Neutral
1161,Maze☆Bakunetsu Jikuu (TV),"Adventure, Comedy, Fantasy, Mecha, Shounen",TV,25,6.8,3690,Neutral
3836,Meiken Jolie,"Adventure, Historical",TV,52,6.8,973,Neutral
11615,Morita-san wa Mukuchi. 2,"Comedy, School, Slice of Life",TV,13,6.8,8788,Neutral
2603,Mushi-Uta,"Action, Fantasy, Sci-Fi",TV,12,6.8,11867,Neutral
12663,Patalliro! Stardust Keikaku,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",Movie,1,6.8,373,Neutral
29697,Prince of Tennis: Message in a Bottle,"Comedy, School, Shounen, Sports",Special,1,6.8,813,Neutral
18099,Recorder to Randoseru Mi☆,"Comedy, School, Seinen, Slice of Life",TV,12,6.8,12240,Neutral
11483,Redline Pilot,"Cars, Sports",Special,1,6.8,3618,Neutral
33524,Sakamoto desu ga? Special,"Comedy, School, Seinen",Special,1,6.8,23745,Neutral
3005,Shadow Skill,"Adventure, Drama, Fantasy, Shounen",OVA,1,6.8,3164,Neutral
2628,"The☆Doraemons: Strange, Sweets, Strange?",Fantasy,Movie,1,6.8,432,Neutral
2580,Tsukuyomi: Moon Phase Special,"Comedy, Dementia, Slice of Life",Special,1,6.8,8030,Neutral
2299,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.8,1120,Neutral
23931,Uchuu Senkan Yamato 2199: Tsuioku no Koukai,"Action, Drama, Military, Sci-Fi, Space",Special,1,6.8,950,Neutral
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,"Adventure, Demons, Drama, Fantasy, Magic",OVA,4,6.8,2982,Neutral
6670,8-gatsu no Symphony: Shibuya 2002-2003,Music,Movie,1,6.79,789,Neutral
27939,Afro Samurai Pilot,"Action, Martial Arts, Samurai, Seinen",Special,1,6.79,2923,Neutral
1957,Ai Tenshi Densetsu Wedding Peach DX,"Adventure, Comedy, Magic, Romance, Shoujo",OVA,4,6.79,3360,Neutral
937,Appleseed,"Action, Adventure, Mecha, Police, Sci-Fi",OVA,1,6.79,16552,Neutral
3271,Bakuto Sengen Daigander,"Adventure, Mecha, Sci-Fi, Shounen",TV,39,6.79,1174,Neutral
12745,Bari Bari Densetsu (1987),"Action, Drama, Shounen, Sports",Movie,1,6.79,610,Neutral
7619,Gegege no Kitarou (1996),"Adventure, Demons, Supernatural",TV,114,6.79,839,Neutral
5936,Hashire! Shiroi Ookami,Drama,Movie,1,6.79,485,Neutral
9001,Je T&#039;aime,Sci-Fi,OVA,1,6.79,3830,Neutral
3130,Kaibutsu-kun (1980),"Comedy, Horror, Kids",TV,94,6.79,293,Neutral
17731,Ketsuekigata-kun!,Comedy,TV,12,6.79,6331,Neutral
3394,Kimagure Orange☆Road: Shounen Jump Special,"Drama, Romance, Shounen",OVA,1,6.79,1942,Neutral
12279,Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,"Action, Comedy, Drama, Martial Arts, Romance, Samurai",Movie,1,6.79,461,Neutral
2106,Kiss Dum: Engage Planet,"Mecha, Military, Sci-Fi",TV,26,6.79,6658,Neutral
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,"Adventure, Comedy, Magic, Shounen, Supernatural",OVA,1,6.79,1626,Neutral
6230,Kyokujitsu no Kantai,"Action, Drama, Historical, Military",OVA,15,6.79,538,Neutral
